City ID,City,Cloudiness (%),Country,Date,Humidity (%),Latitude,Longitude,Max Temp (F),Wind Speed (mph)
276,Geraldton,2,AU,1591764813,29,-28.77,114.6,78.8,10.29
277,Qasigiannguit,95,GL,1591764813,80,68.82,-51.19,35.6,6.93
278,Nishihara,75,JP,1591764813,79,26.18,127.76,87.8,14.99
279,Sambava,17,MG,1591764814,70,-14.27,50.17,72.5,12.08
280,Pandan,100,PH,1591764814,72,14.05,124.17,84.81,8.77
281,Coyhaique,90,CL,1591764814,88,-45.58,-72.07,37.4,3.36
282,Namatanai,99,PG,1591764814,69,-3.67,152.43,85.3,4.72
283,Paka,40,MY,1591764814,75,4.64,103.44,89.6,8.05
284,Kedrovyy,75,RU,1591764815,81,56.17,91.82,46.4,8.95
285,Qaqortoq,75,GL,1591764815,61,60.72,-46.03,50.0,24.16
286,Mwinilunga,8,ZM,1591764815,71,-11.74,24.43,48.76,3.13
287,Bandarbeyla,24,SO,1591764815,52,9.49,50.81,86.5,29.1
288,Faya,28,SA,1591764815,43,18.39,42.45,73.4,14.72
289,Richards Bay,0,ZA,1591764815,54,-28.78,32.04,63.66,14.34
290,Buala,69,SB,1591764816,70,-8.14,159.59,85.46,6.93
291,Swan River,63,CA,1591764816,69,52.11,-101.27,52.38,3.91
292,Wuwei,99,CN,1591764816,33,37.93,102.64,80.01,1.01
293,Perūr,20,IN,1591764816,74,10.97,76.9,82.4,3.36
294,Russell,1,US,1591764816,94,32.35,-85.2,75.2,3.36
295,Tadine,90,NC,1591764816,77,-21.55,167.88,73.56,18.97
296,Kruisfontein,64,ZA,1591764817,38,-34.0,24.73,61.63,10.85
297,Junction City,90,US,1591764817,68,39.03,-96.83,66.2,5.82
298,Rognan,0,NO,1591764817,89,67.1,15.39,46.99,3.29
299,Tsabong,0,BW,1591764817,41,-26.02,22.4,53.53,10.96
300,Hirado,20,JP,1591764818,62,33.36,129.55,84.2,10.29
301,Kota Tinggi,20,MY,1591764818,66,1.74,103.9,93.0,5.82
302,Vardø,75,NO,1591764818,65,70.37,31.11,44.6,11.41
303,Mazatlán,22,MX,1591764647,91,23.22,-106.42,77.0,1.61
304,Inuvik,90,CA,1591764556,87,68.35,-133.72,42.8,6.93
305,Acapulco de Juárez,56,MX,1591764777,81,16.86,-99.89,78.96,8.19
306,Mount Isa,75,AU,1591764819,34,-20.73,139.5,80.6,5.82
307,Port Lincoln,41,AU,1591764819,40,-34.73,135.87,58.53,2.15
308,Salta,100,AR,1591764819,93,-24.79,-65.41,44.6,2.24
309,Barra de Tecoanapa,4,MX,1591764820,81,16.52,-98.75,79.21,9.01
310,Murray Bridge,0,AU,1591764820,67,-35.12,139.27,57.99,3.62
311,São João da Barra,0,BR,1591764820,89,-21.64,-41.05,71.24,11.05
312,Morondava,0,MG,1591764820,60,-20.28,44.28,70.38,11.14
313,Kilindoni,63,TZ,1591764820,71,-7.91,39.67,79.59,15.7
314,Lata,60,PT,1591764821,92,40.16,-8.33,57.99,1.19
315,Zhangye,98,CN,1591764821,19,38.93,100.45,78.48,4.16
316,Kultuk,100,RU,1591764821,78,51.72,103.7,52.27,3.58
317,Ubari,26,LY,1591764821,30,26.59,12.78,82.63,8.16
318,Sorong,66,ID,1591764821,79,-0.88,131.25,81.0,7.38
319,Kumul,100,CN,1591764822,13,42.8,93.45,83.84,4.21
320,Sabang,87,ID,1591764822,72,5.89,95.32,83.73,3.96
321,Dunedin,0,NZ,1591764822,57,-45.87,170.5,55.0,3.4
322,Grand-Santi,99,GF,1591764822,97,4.25,-54.38,71.02,1.59
323,Yangi Marg`ilon,75,UZ,1591764822,41,40.43,71.72,75.2,11.41
324,Praia,20,CV,1591764822,83,14.92,-23.51,75.2,10.29
325,Khilok,57,RU,1591764823,29,51.37,110.47,67.84,6.78
326,Varna,2,BG,1591764823,82,43.22,27.92,69.01,3.44
327,Bairiki Village,20,KI,1591764823,66,1.33,172.98,87.8,9.17
328,Padang,0,ID,1591764823,56,-0.95,100.35,87.71,5.66
329,Noumea,75,NC,1591764682,61,-22.28,166.46,77.0,17.22
330,Te Anau,44,NZ,1591764824,71,-45.42,167.72,49.6,8.66
331,Bogatyye Saby,66,RU,1591764824,78,56.01,50.45,64.45,8.16
332,Sørkjosen,4,NO,1591764824,80,69.8,20.93,41.0,2.24
333,Itaí,70,BR,1591764629,93,-23.42,-49.09,63.91,3.58
334,Ayan,100,RU,1591764824,95,56.45,138.17,40.86,8.37
335,Puerto Baquerizo Moreno,73,EC,1591764824,83,-0.9,-89.6,72.07,11.27
336,Tymovskoye,22,RU,1591764825,34,50.85,142.66,76.23,15.19
337,Grindavik,75,IS,1591764825,93,63.84,-22.43,44.6,5.82
338,Edd,12,ER,1591764825,45,13.93,41.69,92.77,3.24
339,Urbano Santos,61,BR,1591764825,97,-3.21,-43.4,72.28,1.77
340,Abu Dhabi,0,AE,1591764825,79,24.47,54.37,93.2,4.7
341,Douglas,90,US,1591764825,88,41.3,-96.17,63.0,19.46
342,San Patricio,80,MX,1591764826,82,19.22,-104.7,77.38,3.78
343,Masalli,75,KR,1591764826,51,34.8,126.66,86.0,16.11
344,Nizhniy Odes,0,RU,1591764826,45,63.64,54.86,77.65,11.5
345,Mehamn,40,NO,1591764826,56,71.04,27.85,42.8,14.99
346,Marzuq,41,YE,1591764826,19,14.4,46.47,89.01,4.99
347,Saint-Pierre,75,RE,1591764826,78,-21.34,55.48,71.6,21.92
348,Cabedelo,48,BR,1591764827,86,-6.98,-34.83,76.32,7.11
349,Puerto Carreño,51,CO,1591764827,88,6.19,-67.49,77.29,2.42
350,North Branch,75,US,1591764827,82,45.51,-92.98,70.0,8.05
351,Sørland,20,NO,1591764827,75,67.67,12.69,46.4,12.75
352,Alugan,100,PH,1591764827,79,12.22,125.48,84.81,2.62
353,Baykit,64,RU,1591764827,48,61.67,96.37,63.39,8.08
354,Tasiilaq,100,GL,1591764828,75,65.61,-37.64,41.0,6.93
355,Arrondissement de Tulle,2,FR,1591764828,95,45.33,1.83,43.0,2.44
356,Gayéri,80,BF,1591764828,59,12.65,0.49,78.44,10.6
357,Opuwo,17,NA,1591764828,72,-18.06,13.84,44.76,2.19
358,Smolenka,4,RU,1591764828,27,52.14,113.5,68.0,4.47
359,Roebourne,0,AU,1591764828,42,-20.78,117.13,81.1,13.71
360,Talnakh,75,RU,1591764829,87,69.49,88.4,50.0,17.9
361,Nsanje,24,MW,1591764829,92,-16.92,35.26,64.78,1.68
362,Sirte,99,LY,1591764829,73,31.21,16.59,71.55,6.69
363,Shingū,75,JP,1591764829,88,33.73,135.98,75.2,19.46
364,Yulara,0,AU,1591764829,20,-25.24,130.99,68.0,6.93
365,Necochea,22,AR,1591764829,73,-38.55,-58.74,44.01,8.01
366,Kochki,90,RU,1591764830,69,54.34,80.48,59.47,9.62
367,Mujiayingzi,14,CN,1591764830,15,42.12,118.78,83.08,26.51
368,Erie,75,US,1591764830,64,42.77,-78.67,73.4,8.05
369,Matara,92,LK,1591764822,72,5.95,80.54,86.07,13.89
370,At-Bashi,84,KG,1591764830,45,41.17,75.81,56.77,7.14
371,Nouadhibou,0,MR,1591764830,54,20.93,-17.03,80.6,17.22
372,Kudahuvadhoo,84,MV,1591764831,79,2.67,72.89,83.95,11.83
373,Tura,1,IN,1591764549,58,25.52,90.22,90.77,3.02
374,San Cristobal,100,VE,1591764831,90,7.77,-72.22,66.43,3.8
375,Barão de Melgaço,0,BR,1591764831,83,-16.19,-55.97,73.4,2.24
376,Krasnosel'kup,99,RU,1591764831,51,65.7,82.47,64.11,8.7
377,Ugoofaaru,78,MV,1591764831,78,5.67,73.0,83.98,11.83
378,Boddam,100,GB,1591764832,93,57.47,-1.78,48.99,8.05
379,Narasannapeta,100,IN,1591764832,49,18.42,84.05,94.95,1.07
380,Durusu,79,TR,1591764832,94,41.31,28.68,70.0,11.41
381,Galesong,20,ID,1591764832,66,-5.32,119.37,87.8,3.36
382,Tiarei,20,PF,1591764832,74,-17.53,-149.33,80.6,9.17
383,Lhokseumawe,99,ID,1591764689,62,5.18,97.15,89.02,6.44
384,Assiniboia,73,CA,1591764833,70,49.63,-105.98,52.12,4.9
385,Tobol,26,KZ,1591764833,37,52.68,62.58,81.19,7.78
386,George Town,20,MY,1591764833,66,5.41,100.34,89.6,6.93
387,Bonavista,58,CA,1591764833,87,48.65,-53.11,41.0,5.01
388,General Roca,100,AR,1591764833,43,-39.03,-67.58,48.2,8.05
389,Rondonópolis,0,BR,1591764811,71,-16.47,-54.64,70.84,2.53
390,Grand Gaube,15,MU,1591764834,77,-20.01,57.66,71.01,11.99
391,Iquitos,97,PE,1591764834,74,-3.75,-73.25,78.71,0.36
392,Port Elizabeth,23,ZA,1591764834,71,-33.92,25.57,53.6,5.82
393,Barcelos,26,PT,1591764834,100,41.54,-8.62,57.99,3.36
394,Chichimila,20,MX,1591764835,93,20.62,-88.22,76.77,4.38
395,Monrovia,99,LR,1591764835,85,6.3,-10.8,78.76,7.4
396,Zhangaözen,0,KZ,1591764835,14,43.3,52.8,86.59,17.27
397,Port Blair,99,IN,1591764835,75,11.67,92.75,85.03,18.41
398,Pingzhuang,20,CN,1591764835,16,42.04,119.29,86.94,19.08
399,Kalengwa,0,ZM,1591764835,76,-13.47,25.0,48.07,3.09
400,Biłgoraj,100,PL,1591764836,98,50.54,22.72,60.01,2.66
401,Warrnambool,5,AU,1591764836,67,-38.38,142.48,55.99,10.11
402,Mayo,1,US,1591764836,88,38.89,-76.51,75.99,6.93
403,Tarko-Sale,98,RU,1591764836,63,64.92,77.78,72.0,15.21
404,Chardara,0,KZ,1591764837,26,41.25,67.97,81.1,6.69
405,Muros,41,ES,1591764837,86,42.78,-9.06,51.01,1.01
406,Višegrad,90,BA,1591764837,100,43.78,19.3,53.6,3.36
407,Igrim,0,RU,1591764837,37,63.19,64.42,82.0,14.07
408,Pevek,76,RU,1591764837,50,69.7,170.31,49.28,5.68
409,Elbeuf,100,FR,1591764837,100,49.29,1.0,43.0,4.7
410,Chaozhou,20,CN,1591764838,70,23.67,116.64,89.6,6.71
411,Shakawe,0,BW,1591764838,57,-18.37,21.85,48.52,2.75
412,Kavaratti,20,IN,1591764610,74,10.57,72.64,86.0,11.41
413,São Filipe,19,CV,1591764838,85,14.9,-24.5,74.5,3.0
414,Sīrjān,0,IR,1591764823,13,29.45,55.68,85.64,3.74
415,Kloulklubed,75,PW,1591764838,70,7.04,134.26,86.0,6.93
416,Desaguadero,46,PE,1591764838,69,-16.57,-69.04,40.69,2.62
417,Xambioá,22,BR,1591764839,92,-6.41,-48.54,70.97,0.51
418,Norman Wells,40,CA,1591764839,48,65.28,-126.83,60.8,13.87
419,San Quintín,0,MX,1591764839,47,30.48,-115.95,68.4,8.77
420,El Salvador,44,SV,1591764839,94,13.83,-88.92,78.8,1.12
421,Coquimbo,98,CL,1591764839,87,-29.95,-71.34,50.0,5.82
422,Perth,93,AU,1591764839,40,-31.93,115.83,75.99,4.7
423,Hihyā,0,EG,1591764840,56,30.67,31.59,73.4,9.17
424,College,75,US,1591764840,48,64.86,-147.8,66.2,3.36
425,Potsdam,95,DE,1591764840,88,52.4,13.07,57.0,7.94
426,Wuchang,75,CN,1591764840,42,44.91,127.15,83.75,17.69
427,Krasnovishersk,0,RU,1591764841,40,60.41,57.08,77.05,4.92
428,Caernarfon,100,GB,1591764841,81,53.14,-4.27,53.6,8.05
429,Emerald,34,AU,1591764841,38,-23.53,148.17,77.0,6.93
430,Gilgit,0,PK,1591764841,23,35.92,74.31,78.75,5.17
431,Emba,4,KZ,1591764842,20,48.83,58.14,86.27,11.16
432,Dicabisagan,99,PH,1591764842,60,17.08,122.42,88.74,7.74
433,Bulungu,15,CD,1591764842,97,-4.55,18.6,68.97,3.78
434,Portland,90,US,1591764346,88,45.52,-122.68,63.0,5.82
435,Kindu,83,CD,1591764842,74,-2.95,25.95,69.42,0.45
436,Pangnirtung,32,CA,1591764843,94,66.15,-65.71,29.41,2.04
437,Cleethorpes,100,GB,1591764843,81,53.56,-0.03,53.6,9.17
438,Snyder,40,US,1591764843,30,32.72,-100.92,69.8,12.75
439,Srandakan,0,ID,1591764843,61,-7.94,110.25,87.24,9.75
440,Kupang,40,ID,1591764697,49,-10.17,123.58,89.6,23.04
441,Ulladulla,75,AU,1591764844,82,-35.35,150.47,62.6,6.93
442,Pueblo Nuevo,10,MX,1591764844,98,23.38,-105.38,60.19,2.66
443,Tripoli,0,LY,1591764844,76,32.88,13.19,70.38,11.14
444,Ukiah,1,US,1591764833,43,39.15,-123.21,71.6,6.93
445,Atar,70,MR,1591764844,58,20.52,-13.05,81.7,15.97
446,St. George's,20,GD,1591764844,88,12.06,-61.75,80.6,11.41
447,Labuhan,17,ID,1591764845,64,-6.88,112.21,85.73,6.13
448,Rocha,0,UY,1591764845,92,-34.48,-54.33,47.55,4.0
449,Folsom,1,US,1591764745,32,38.68,-121.18,80.6,6.93
450,Phonhong,40,LA,1591764845,63,18.5,102.42,91.4,2.24
451,Aripuanã,10,BR,1591764751,81,-9.17,-60.63,72.66,1.3
452,Zyryanka,57,RU,1591764845,45,65.75,150.85,70.11,18.39
453,Tessalit,55,ML,1591764846,21,20.2,1.01,90.36,16.37
454,Tafresh,0,IR,1591764846,42,34.69,50.01,66.2,6.93
455,Peniche,62,PT,1591764846,81,39.36,-9.38,61.0,8.01
456,Bārmer,0,IN,1591764846,41,25.75,71.38,95.43,11.81
457,Sechura,24,PE,1591764846,76,-5.56,-80.82,66.56,11.14
458,Watertown,90,US,1591764563,52,42.37,-71.18,66.99,5.82
459,Klyuchi,67,RU,1591764846,34,52.27,79.17,71.46,11.52
460,Pijijiapan,96,MX,1591764847,82,15.7,-93.23,80.06,1.23
461,Bereda,89,ES,1591764847,100,43.27,-7.54,48.99,2.35
462,Wolfeboro,90,US,1591764847,77,43.58,-71.21,62.6,1.28
463,Anadyr,94,RU,1591764847,42,64.75,177.48,66.2,15.66
464,El Rosario,0,MX,1591764847,92,24.26,-107.18,75.99,1.5
465,Cabra,33,ES,1591764848,55,37.47,-4.44,59.0,2.06
466,Belmonte,75,BR,1591764725,88,-15.86,-38.88,71.6,3.36
467,Tautira,20,PF,1591764848,74,-17.73,-149.15,80.6,9.17
468,Chumikan,100,RU,1591764848,79,54.72,135.31,47.16,2.42
469,Mukhen,1,RU,1591764848,38,48.1,136.1,79.88,13.76
470,Karabash,0,RU,1591764848,33,55.48,60.22,80.69,2.39
471,Porto-Novo,100,BJ,1591764848,87,6.5,2.6,77.22,4.32
472,Sangmélima,72,CM,1591764849,100,2.93,11.98,65.48,2.59
473,Krasnogorsk,0,RU,1591764849,60,55.82,37.32,75.99,6.71
474,Monster,0,NL,1591764849,88,52.03,4.17,53.01,4.25
475,Grand Island,90,US,1591764751,76,40.92,-98.34,57.99,32.21
476,Sioux Lookout,90,CA,1591764850,100,50.1,-91.92,57.2,9.17
477,Kālia,78,BD,1591764850,60,23.04,89.63,90.12,10.47
478,Moerai,97,PF,1591764850,72,-22.43,-151.33,73.44,11.45
479,Burns Lake,100,CA,1591764770,68,54.23,-125.75,48.7,3.09
480,Assiut,0,EG,1591764850,60,27.18,31.18,71.6,8.05
481,Salgueiro,0,BR,1591764850,93,-8.07,-39.12,68.2,7.36
482,Dubovka,0,RU,1591764851,57,49.06,44.83,78.01,8.95
483,Lorengau,100,PG,1591764851,74,-2.02,147.27,84.45,3.56
484,‘Ewa Beach,40,US,1591764709,58,21.32,-158.01,82.4,18.34
485,Chateaubelair,75,VC,1591764851,78,13.28,-61.25,82.4,14.99
486,Miles City,1,US,1591764851,57,46.41,-105.84,51.8,5.82
487,Carballo,71,ES,1591764852,94,43.21,-8.69,51.01,2.89
488,Yagodnoye,100,RU,1591764852,47,62.55,149.67,57.18,12.12
489,Anchorage,40,US,1591764559,66,61.22,-149.9,55.4,5.82
490,Kiryat Gat,43,IL,1591764852,81,31.61,34.76,71.01,2.86
491,Uruaçu,0,BR,1591764664,71,-14.52,-49.14,66.92,3.02
492,Antigonish,12,CA,1591764853,96,45.62,-62.0,41.0,1.01
493,Manadhoo,98,MV,1591764853,79,5.77,73.38,83.57,13.11
494,Abomsa,1,ET,1591764853,30,9.98,39.98,81.73,2.68
495,Inhambane,0,MZ,1591764853,81,-23.86,35.38,68.72,1.57
496,Goma,99,CD,1591764853,77,-1.68,29.22,64.85,1.83
497,Reconquista,21,AR,1591764853,93,-29.15,-59.65,54.21,4.07
498,Kalmunai,100,LK,1591764854,55,7.42,81.82,89.85,2.55
499,Casper,1,US,1591764585,37,42.87,-106.31,52.0,9.17
500,Morden,75,CA,1591764854,100,49.19,-98.1,57.2,9.17
501,Vostok,41,RU,1591764854,34,46.49,135.88,77.31,10.65
502,Port Hedland,0,AU,1591764854,44,-20.32,118.57,80.6,13.87
503,Manavgat,75,TR,1591764854,93,36.79,31.44,66.2,2.24
504,Pajapan,17,MX,1591764855,67,18.25,-94.7,79.43,9.19
505,Mezen',100,RU,1591764855,76,65.85,44.24,53.96,7.43
506,Mugur-Aksy,52,RU,1591764855,50,50.35,90.5,48.0,10.8
507,Fendou,53,CN,1591764855,37,45.2,130.92,84.4,6.11
508,Hamilton,75,US,1591764855,69,39.18,-84.53,80.01,12.75
509,Fitioneşti,73,RO,1591764855,82,45.98,27.05,66.2,4.7
510,Māgadi,40,IN,1591764855,73,12.97,77.23,84.0,10.29
511,Zharkent,50,KZ,1591764856,25,44.16,80.0,78.06,2.39
512,Bilma,57,NE,1591764856,18,18.69,12.92,84.47,1.97
513,Salisbury,100,GB,1591764802,87,51.07,-1.8,52.0,3.36
514,Salé,40,MA,1591764856,93,34.04,-6.82,62.01,4.7
515,Tolaga Bay,0,NZ,1591764857,68,-38.37,178.3,52.18,3.76
516,Le Moule,20,GP,1591764857,94,16.33,-61.35,75.2,1.12
517,Port Shepstone,0,ZA,1591764857,32,-30.74,30.45,64.18,7.2
518,Zuwārah,0,LY,1591764857,81,32.93,12.08,70.52,17.45
519,Grand Baie,8,MU,1591764858,77,-20.02,57.58,70.0,10.0
520,Papara,0,BR,1591764858,83,-3.98,-38.73,78.8,5.82
521,Arak,0,IR,1591764601,42,34.09,49.69,66.2,6.93
522,Victoria Point,19,AU,1591764858,88,-27.58,153.3,69.01,4.0
523,Sidi Ali,0,DZ,1591764858,87,36.1,0.42,62.1,1.77
524,Warmbad,0,NA,1591764858,87,-28.45,18.73,48.13,5.99
525,São Félix do Xingu,2,BR,1591764859,92,-6.64,-51.99,69.82,1.41
526,Worland,1,US,1591764859,30,44.02,-107.96,59.0,8.05
527,Gao,77,ML,1591764859,52,16.64,1.64,85.73,17.83
528,Huntington,1,US,1591764669,65,38.42,-82.45,80.6,5.82
529,Goderich,98,CA,1591764859,60,43.75,-81.72,77.0,1.99
530,Fort Smith,90,US,1591764859,36,35.39,-94.4,75.2,21.92
531,Ahrensburg,96,DE,1591764860,87,53.68,10.25,57.0,2.24
532,Klichka,64,RU,1591764860,47,50.45,118.0,63.91,9.8
533,Rengo,0,CL,1591764861,87,-34.42,-70.87,42.8,1.72
534,Esim,100,GH,1591764861,87,4.87,-2.24,78.08,10.6
535,Sharjah city,0,AE,1591764648,59,25.36,55.4,93.2,4.7
536,Iquique,90,CL,1591764861,68,-20.22,-70.14,64.4,4.09
537,Maniitsoq,100,GL,1591764861,74,65.42,-52.9,43.34,9.4
538,Muisne,100,EC,1591764861,86,0.6,-80.03,74.1,10.25
539,Traiguén,100,CL,1591764862,78,-38.25,-72.68,46.29,10.51
540,Līsakovsk,47,KZ,1591764862,38,52.54,62.49,80.85,8.14
541,Sur,67,OM,1591764862,62,22.57,59.53,90.5,4.97
542,San Juan de la Maguana,70,DO,1591764862,81,18.81,-71.23,71.42,1.03
543,Mattru,97,SL,1591764863,98,7.62,-11.83,73.53,2.1
544,Carroll,67,US,1591764863,88,39.55,-77.02,75.0,8.01
545,Airai,39,TL,1591764863,68,-8.93,125.41,70.99,5.14
546,Klæbu,67,NO,1591764863,87,63.3,10.48,53.01,5.82
547,Poum,14,NC,1591764863,77,-20.23,164.02,76.39,14.63
548,Welkom,0,ZA,1591764864,52,-27.99,26.71,47.55,10.78
549,Borogontsy,90,RU,1591764864,47,62.67,131.17,63.03,6.49
550,Kenora,90,CA,1591764864,100,49.82,-94.43,53.6,10.29
551,Mikhaylovka,66,RU,1591764864,70,50.06,43.24,73.99,5.01
552,Jiangyou,2,CN,1591764865,40,31.77,104.72,88.23,6.8
